ite,policy_name,devices,category,num_of_completed_tasks(ALL),num_of_failed_tasks(ALL),num_of_uncompleted_tasks(ALL),num_of_failed_tasks_due_network,average_service_time(ALL),average_processing_time(ALL),average_network_delay(ALL),average_cost,unknown1,num_of_failed_tasks_due_vm_capacity(ALL),num_of_failed_tasks_due_mobility,unknown2,unknown3,unknown4,num_of_completed_tasks(Edge),num_of_failed_tasks(Edge),num_of_uncompleted_tasks(Edge),unknown5,average_service_time(Edge),average_processing_time(Edge),unknown6,average_server_utilization(Edge),num_of_failed_tasks_due_vm_capacity(Edge),unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,num_of_completed_tasks(Mobile),num_of_failed_tasks(Mobile),num_of_uncompleted_tasks(Mobile),unknown16,average_service_time(Mobile),average_processing_time(Mobile),unknown17,average_server_utilization(Mobile),num_of_failed_tasks_due_vm_capacity(Mobile),average_network_delay(LAN_delay),unknown18,unknown19,unknown20,num_of_failed_tasks_due_network(WLAN),num_of_failed_tasks_due_network(MAN),num_of_failed_tasks_due_network(WAN),num_of_failed_tasks_due_network(GSM),unknown21,average_overhead(ns)
ite8,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,284235,275444,2702,247347,13.49515367600277,9.097947796712866,17.520709512861238,0.0,0.0,20843,7254,0.0,0.0,0,71335,254601,1398,0,26.044461561315696,8.523752048454563,0.0,86.59778428093637,0,0,0,0,0,0.0,0.0,0.0,0.0,0,212900,20843,1304,0,9.290339782161492,9.290339782161492,0.0,17.953121516164988,20843,17.520709512861238,0.0,0.0,0.0,247347,0,0,0,12767,2850.6571606224284
ite8,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,312188,307689,3188,274087,13.28906115250104,9.292918630221477,18.12769168476331,0.0,0.0,26347,7255,0.0,0.0,0,68820,281342,1442,0,26.822071759818428,8.694380075055054,0.0,86.87061036789294,0,0,0,0,0,0.0,0.0,0.0,0.0,0,243368,26347,1746,0,9.46217433913375,9.46217433913375,0.0,18.94740133779265,26347,18.12769168476331,0.0,0.0,0.0,274087,0,0,0,13691,2692.8607610864738
ite8,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,61086,144,280,0,6.949991359531333,6.470959523088024,2.5421022292569018,0.0,0.0,0,144,0.0,0.0,0,11511,144,29,0,4.92516385642466,2.383061627167758,0.0,2.3806438127090312,0,0,0,0,0,0.0,0.0,0.0,0.0,0,49575,0,251,0,7.4201434399803725,7.4201434399803725,0.0,27.748996655518404,0,2.5421022292569018,0.0,0.0,0.0,0,0,0,0,115,288.498595459742
ite8,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,122084,2378,651,1800,8.367462465808893,6.675356720365351,9.357206043698213,0.0,0.0,0,578,0.0,0.0,0,22077,2378,122,0,12.149682631267073,2.792476587568802,0.0,5.690468227424752,0,0,0,0,0,0.0,0.0,0.0,0.0,0,100007,0,529,0,7.53252016584167,7.53252016584167,0.0,28.477240802675578,0,9.357206043698213,0.0,0.0,0.0,1800,0,0,0,958,380.5342674872652
ite8,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,171192,7713,1183,5548,11.012793594009331,7.385178721604937,20.433622178094378,0.0,0.0,0,2165,0.0,0.0,0,30392,7713,382,0,24.413082450750217,3.9794602726558352,0.0,12.335576923076912,0,0,0,0,0,0.0,0.0,0.0,0.0,0,140800,0,801,0,8.12031078907982,8.12031078907982,0.0,29.17386845039019,0,20.433622178094378,0.0,0.0,0.0,5548,0,0,0,2634,525.8204577848579
ite8,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,212998,21441,1718,17633,12.434479710659769,8.010056238980912,31.29835106677625,0.0,0.0,236,3572,0.0,0.0,0,30110,21441,619,0,36.60758017655812,5.30922910978173,0.0,21.85848662207356,236,0,0,0,0,0.0,0.0,0.0,0.0,0,182888,0,1099,0,8.454710370800349,8.454710370800349,0.0,29.945137959866216,0,31.29835106677625,0.0,0.0,0.0,17633,0,0,0,4681,585.0233152333869
ite8,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,275543,33233,2045,27236,11.445303965990423,7.844735088141638,31.688755280091424,0.0,0.0,2070,3927,0.0,0.0,0,31308,33233,707,0,38.960236485623035,7.271481205531577,0.0,34.26429765886287,2070,0,0,0,0,0.0,0.0,0.0,0.0,0,244235,0,1338,0,7.918219365811738,7.918219365811738,0.0,29.670909698996635,0,31.688755280091424,0.0,0.0,0.0,27236,0,0,0,8523,676.18000103635
ite8,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,330996,41807,2412,30677,10.915704582707924,7.856096360584137,30.3327068346987,0.0,0.0,6140,4990,0.0,0.0,0,33387,41807,824,0,40.467801334029076,10.135094499330316,0.0,51.59067725752507,6140,0,0,0,0,0.0,0.0,0.0,0.0,0,297609,0,1588,0,7.600428988769722,7.600428988769722,0.0,28.650507246376776,0,30.3327068346987,0.0,0.0,0.0,30677,0,0,0,12387,771.8751404897492
ite8,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,375802,54147,2807,37176,11.15931957031996,8.083578771388524,34.656678571600395,0.0,0.0,11176,5795,0.0,0.0,0,33352,54147,982,0,46.975604293503004,12.31892572190256,0.0,64.26722408026758,11176,0,0,0,0,0.0,0.0,0.0,0.0,0,342450,0,1825,0,7.6710885056751446,7.6710885056751446,0.0,28.485554228380344,0,34.656678571600395,0.0,0.0,0.0,37176,0,0,0,16778,825.7121332995308
ite8,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,436462,65452,3078,39635,10.614136204726282,7.87406714751342,35.114687323073774,0.0,0.0,19041,6776,0.0,0.0,0,34058,65452,1077,0,48.627728811928435,13.513041488854814,0.0,72.13336120401338,19041,0,0,0,0,0.0,0.0,0.0,0.0,0,402404,0,2001,0,7.396805022590664,7.396805022590664,0.0,28.1228783444816,0,35.114687323073774,0.0,0.0,0.0,39635,0,0,0,25095,994.0003406958164
ite8,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,465632,81221,3452,43231,11.040070063015651,8.421389023279112,34.97022169021984,0.0,0.0,31158,6832,0.0,0.0,0,34868,81221,1122,0,50.88412332489329,15.91390163467361,0.0,83.83720735785948,31158,0,0,0,0,0.0,0.0,0.0,0.0,0,430764,0,2330,0,7.814910929162374,7.814910929162374,0.0,28.40499442586397,0,34.97022169021984,0.0,0.0,0.0,43231,0,0,0,27971,831.2426081597797
ite8,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,537329,94459,3956,46651,10.531915659689398,8.220220580072699,36.502418685103,0.0,0.0,39959,7849,0.0,0.0,0,34029,94459,1281,0,54.401794263526085,17.899375578423008,0.0,93.7516722408027,39959,0,0,0,0,0.0,0.0,0.0,0.0,0,503300,0,2675,0,7.565795852397617,7.565795852397617,0.0,28.84683612040133,0,36.502418685103,0.0,0.0,0.0,46651,0,0,0,38397,912.043721944703
ite8,RANDOM,200,ALL_APPS_GENERIC,61697,2891,198,0,5.428378566758404,4.855304225706795,1.1049742990143638,0.0,0.0,2688,203,0.0,0.0,0,31998,203,42,0,2.2840585532026867,1.1790842541883262,0.0,2.735660535117056,0,0,0,0,0,0.0,0.0,0.0,0.0,0,29699,2688,156,0,8.816100435971386,8.816100435971386,0.0,20.670150501672243,2688,1.1049742990143638,0.0,0.0,0.0,0,0,0,0,119,75.59755682170062
ite8,RANDOM,400,ALL_APPS_GENERIC,107565,12797,753,5491,9.863003525673799,5.662507465789076,8.536138721760254,0.0,0.0,5876,1430,0.0,0.0,0,52931,6921,366,0,10.04563767222284,1.5094989504625957,0.0,6.956103678929761,0,0,0,0,0,0.0,0.0,0.0,0.0,0,54634,5876,387,0,9.68606228009422,9.68606228009422,0.0,21.538854515050154,5876,8.536138721760254,0.0,0.0,0.0,5491,0,0,0,729,135.00549176650438
ite8,RANDOM,600,ALL_APPS_GENERIC,154062,33423,1139,22802,10.935308805117568,5.590460612061921,12.135616734979058,0.0,0.0,7999,2622,0.0,0.0,0,67853,25424,533,0,13.79609355293403,1.6604768179549738,0.0,11.239966555183939,0,0,0,0,0,0.0,0.0,0.0,0.0,0,86209,7999,606,0,8.683654946545982,8.683654946545982,0.0,20.073428093645486,7999,12.135616734979058,0.0,0.0,0.0,22802,0,0,0,2382,203.25795663653093
ite8,RANDOM,800,ALL_APPS_GENERIC,183918,60864,1257,46992,11.286753908362607,6.2213952356016575,13.077623094415038,0.0,0.0,10509,3363,0.0,0.0,0,71237,50387,588,0,15.14527930106726,2.0676562066522646,0.0,17.872491638795996,32,0,0,0,0,0.0,0.0,0.0,0.0,0,112681,10477,669,0,8.847391696453723,8.847391696453723,0.0,19.925209030100326,10477,13.077623094415038,0.0,0.0,0.0,46992,0,0,0,3681,177.3322915900679
ite8,RANDOM,1000,ALL_APPS_GENERIC,215659,91470,1717,67551,12.58912554325433,7.415914452189628,14.844648136357222,0.0,0.0,18747,5172,0.0,0.0,0,75155,78511,829,0,18.966182881284013,4.121534744926809,0.0,41.18202341137121,5788,0,0,0,0,0.0,0.0,0.0,0.0,0,140504,12959,888,0,9.178064333327038,9.178064333327038,0.0,20.446130434782606,12959,14.844648136357222,0.0,0.0,0.0,67551,0,0,0,5412,159.38598113496283
ite8,RANDOM,1200,ALL_APPS_GENERIC,254183,122271,1954,90347,11.800120799593964,7.207758327025018,14.284496321067328,0.0,0.0,26146,5778,0.0,0.0,0,81718,107527,927,0,18.698054518699635,4.413558197632351,0.0,48.80961538461539,11402,0,0,0,0,0.0,0.0,0.0,0.0,0,172465,14744,1027,0,8.531716499255408,8.531716499255408,0.0,19.363023968784844,14744,14.284496321067328,0.0,0.0,0.0,90347,0,0,0,8203,173.9425959081322
ite8,RANDOM,1400,ALL_APPS_GENERIC,268406,162180,2616,110134,13.248945347573056,8.433979713410036,17.32556226459791,0.0,0.0,45339,6707,0.0,0.0,0,74593,143191,1267,0,23.35206496791654,6.026502703318528,0.0,64.4701923076923,26350,0,0,0,0,0.0,0.0,0.0,0.0,0,193813,18989,1349,0,9.360547758968181,9.360547758968181,0.0,20.770602006688964,18989,17.32556226459791,0.0,0.0,0.0,110134,0,0,0,9867,155.7701272219719
ite8,RANDOM,1600,ALL_APPS_GENERIC,304337,200921,2789,134119,12.761304330446997,8.496791064066725,16.93281112046653,0.0,0.0,59776,7026,0.0,0.0,0,76647,179350,1373,0,23.80817374644758,6.875362625981049,0.0,74.35459866220728,38205,0,0,0,0,0.0,0.0,0.0,0.0,0,227690,21571,1416,0,9.042610491770787,9.042610491770787,0.0,20.513373745819404,21571,16.93281112046653,0.0,0.0,0.0,134119,0,0,0,14573,187.9248720455688
ite8,RANDOM,1800,ALL_APPS_GENERIC,334169,231082,2913,137568,12.613738543187692,8.73056161034824,16.1691299183844,0.0,0.0,85881,7633,0.0,0.0,0,80254,207300,1299,0,23.710938867462477,7.541808949078052,0.0,83.3697742474917,62099,0,0,0,0,0.0,0.0,0.0,0.0,0,253915,23782,1614,0,9.106286384692309,9.106286384692309,0.0,20.470531400966195,23782,16.1691299183844,0.0,0.0,0.0,137568,0,0,0,15616,160.64149024061877
ite8,RANDOM,2000,ALL_APPS_GENERIC,355604,265995,3199,159468,12.674218090882293,9.065055551040476,16.667523386638226,0.0,0.0,99053,7474,0.0,0.0,0,77002,239296,1424,0,24.838349385981275,8.170825999343013,0.0,88.48708193979931,72354,0,0,0,0,0.0,0.0,0.0,0.0,0,278602,26699,1775,0,9.312209067310302,9.312209067310302,0.0,20.701287625418054,26699,16.667523386638226,0.0,0.0,0.0,159468,0,0,0,19266,158.04342027577263
ite9,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,56998,3118,221,2420,5.406414554901545,1.401264464361634,4.005150090539917,0.0,0.0,0,698,0.0,0.0,0,56998,3118,184,0,5.406414554901545,1.401264464361634,0.0,6.15673076923077,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,37,0,0.0,0.0,0.0,0.0,0,4.005150090539917,0.0,0.0,0.0,2420,0,0,0,76,429.78845897930665
ite9,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,74467,50737,742,47533,14.147544101985483,2.260567010489403,11.99294832706631,0.0,0.0,14,3190,0.0,0.0,0,73809,50723,589,0,14.20336060081201,2.2104122737456864,0.0,19.618770903010038,0,0,0,0,0,0.0,0.0,0.0,0.0,0,658,14,153,0,7.886510725256994,7.886510725256994,0.0,0.2563879598662209,14,11.99294832706631,0.0,0.0,0.0,47533,0,0,0,467,855.8773361873423
ite9,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,91198,95778,1132,89428,18.42551535562342,4.471984717195793,15.89733640440387,0.0,0.0,366,5984,0.0,0.0,0,80047,95412,871,0,19.924891196603976,4.027554792200019,0.0,42.959573578595325,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11151,366,261,0,7.662306859258094,7.662306859258094,0.0,2.6163991081382396,366,15.89733640440387,0.0,0.0,0.0,89428,0,0,0,1708,1621.5110121085058
ite9,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,115017,130668,1785,121640,18.813689260768758,7.662469168248451,17.557081002319013,0.0,0.0,2148,6880,0.0,0.0,0,73052,128520,1313,0,24.542104975602253,6.985023973283255,0.0,69.30409698996654,0,0,0,0,0,0.0,0.0,0.0,0.0,0,41965,2148,472,0,8.841754915480664,8.841754915480664,0.0,8.074473244147145,2148,17.557081002319013,0.0,0.0,0.0,121640,0,0,0,2223,1941.8101959826606
ite9,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,140266,165696,2062,153805,17.56286804060085,8.455625507431204,18.689907404022964,0.0,0.0,4647,7244,0.0,0.0,0,68349,161049,1360,0,26.192709311778938,7.50280190775599,0.0,74.90974080267569,0,0,0,0,0,0.0,0.0,0.0,0.0,0,71917,4647,702,0,9.361176909939694,9.361176909939694,0.0,11.371575250836116,4647,18.689907404022964,0.0,0.0,0.0,153805,0,0,0,3034,1780.4833149214608
ite9,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,178543,199004,2102,185875,15.078261910619275,7.940215952890333,16.536027032616477,0.0,0.0,5887,7242,0.0,0.0,0,77071,193117,1348,0,24.048030746534746,7.512003713918273,0.0,80.4102424749164,0,0,0,0,0,0.0,0.0,0.0,0.0,0,101472,5887,754,0,8.265455875921488,8.265455875921488,0.0,11.601819955406906,5887,16.536027032616477,0.0,0.0,0.0,185875,0,0,0,6481,3287.168278386532
ite9,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,213882,224389,2268,206041,14.343565284246381,8.455761547556424,16.837298625664758,0.0,0.0,10866,7482,0.0,0.0,0,74792,213523,1365,0,24.7238501071657,7.886551481500903,0.0,83.26015886287627,0,0,0,0,0,0.0,0.0,0.0,0.0,0,139090,10866,903,0,8.761839333597276,8.761839333597276,0.0,14.30819397993311,10866,16.837298625664758,0.0,0.0,0.0,206041,0,0,0,7613,2507.3723609364984
ite9,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,249807,244200,2560,220251,14.032779557566263,9.023123574711223,17.41749661947203,0.0,0.0,16586,7363,0.0,0.0,0,71850,227614,1382,0,25.81632169369294,8.398825074220868,0.0,85.82788461538463,0,0,0,0,0,0.0,0.0,0.0,0.0,0,177957,16586,1178,0,9.275183607529428,9.275183607529428,0.0,16.95025292642142,16586,17.41749661947203,0.0,0.0,0.0,220251,0,0,0,10873,2994.0970411350445
ite9,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,282048,277356,2601,249132,13.435080473676573,9.021449028900266,17.459654717966245,0.0,0.0,21145,7079,0.0,0.0,0,71299,256211,1386,0,25.831723946121112,8.372069228154958,0.0,86.14882943143812,0,0,0,0,0,0.0,0.0,0.0,0.0,0,210749,21145,1215,0,9.241142267840173,9.241142267840173,0.0,17.691317354143454,21145,17.459654717966245,0.0,0.0,0.0,249132,0,0,0,13658,3099.31190695812
ite9,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,318125,295997,2980,261744,13.19513270416111,9.283503693603084,17.211200107657874,0.0,0.0,26854,7399,0.0,0.0,0,72301,269143,1393,0,25.7285469752866,8.517346867628758,0.0,87.15430602006683,0,0,0,0,0,0.0,0.0,0.0,0.0,0,245824,26854,1587,0,9.50884338653281,9.50884338653281,0.0,19.057488294314368,26854,17.211200107657874,0.0,0.0,0.0,261744,0,0,0,11897,2387.5276622560336
ite9,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,64037,171,279,0,7.092820257139602,6.529313726015452,2.925674374379533,0.0,0.0,0,171,0.0,0.0,0,12334,171,36,0,5.33784297287973,2.412168598500172,0.0,2.5586956521739137,0,0,0,0,0,0.0,0.0,0.0,0.0,0,51703,0,243,0,7.511478552094668,7.511478552094668,0.0,29.393578595317713,0,2.925674374379533,0.0,0.0,0.0,0,0,0,0,224,346.1547937951657
ite9,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,120694,1082,637,385,8.601885177897227,6.7345337476193965,9.62866294381834,0.0,0.0,0,697,0.0,0.0,0,23407,1082,163,0,12.644909973681795,3.016247029863438,0.0,6.344857859531778,0,0,0,0,0,0.0,0.0,0.0,0.0,0,97287,0,474,0,7.629143892885611,7.629143892885611,0.0,28.24902173913043,0,9.62866294381834,0.0,0.0,0.0,385,0,0,0,885,487.2751198922612
ite9,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,178834,6513,1155,4513,10.475671222864243,7.0899548254666085,19.337651503056687,0.0,0.0,0,2000,0.0,0.0,0,31311,6513,370,0,23.373292634573417,4.0356411315167104,0.0,12.479306020066884,0,0,0,0,0,0.0,0.0,0.0,0.0,0,147523,0,785,0,7.738217239268305,7.738217239268305,0.0,28.68832775919732,0,19.337651503056687,0.0,0.0,0.0,4513,0,0,0,3006,648.5354605146024
ite9,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,223867,18201,1671,14139,11.546034736033938,7.630954398811112,27.69479855446216,0.0,0.0,386,3676,0.0,0.0,0,31647,18201,623,0,33.935124237833215,6.240325683370984,0.0,24.73950668896322,386,0,0,0,0,0.0,0.0,0.0,0.0,0,192220,0,1048,0,7.859906781276679,7.859906781276679,0.0,28.866408862876252,0,27.69479855446216,0.0,0.0,0.0,14139,0,0,0,4801,791.349517490953
ite9,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,277630,28343,2133,22561,11.4160032093293,7.525744046683867,33.230344327280164,0.0,0.0,1291,4491,0.0,0.0,0,32502,28343,806,0,40.298930082814564,7.068585755534345,0.0,32.34774247491639,1291,0,0,0,0,0.0,0.0,0.0,0.0,0,245128,0,1327,0,7.58635955686199,7.58635955686199,0.0,28.23591638795986,0,33.230344327280164,0.0,0.0,0.0,22561,0,0,0,8713,766.2956175871727
ite9,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,316645,45138,2482,33468,11.526208374442882,8.155662810866945,34.31393756160185,0.0,0.0,6934,4736,0.0,0.0,0,31103,45138,859,0,44.03748141162612,9.723543850024399,0.0,48.49820234113711,6934,0,0,0,0,0.0,0.0,0.0,0.0,0,285542,0,1623,0,7.9848795146761455,7.9848795146761455,0.0,29.20554905239686,0,34.31393756160185,0.0,0.0,0.0,33468,0,0,0,11841,743.1253126874398
ite9,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,372741,52319,2946,32888,11.355996061214613,8.2079013811718,33.53789754012317,0.0,0.0,12904,6527,0.0,0.0,0,34988,52319,1194,0,46.40420516953699,12.86630762941402,0.0,66.47035953177259,12904,0,0,0,0,0.0,0.0,0.0,0.0,0,337753,0,1752,0,7.725334778318505,7.725334778318505,0.0,28.212821309125655,0,33.53789754012317,0.0,0.0,0.0,32888,0,0,0,18224,875.7992401072789
ite9,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,412424,71452,3215,41269,11.61400597430886,8.65123498779759,35.430232583535066,0.0,0.0,23334,6849,0.0,0.0,0,34488,71452,1123,0,49.948329124083145,14.518096540547987,0.0,77.31295986622077,23334,0,0,0,0,0.0,0.0,0.0,0.0,0,377936,0,2092,0,8.115863069718177,8.115863069718177,0.0,29.233833612040154,0,35.430232583535066,0.0,0.0,0.0,41269,0,0,0,21188,867.385722788483
ite9,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,462930,85529,3541,48794,11.321957047859303,8.615020489759909,39.16741079080319,0.0,0.0,29031,7704,0.0,0.0,0,31994,85529,1205,0,56.089264513821334,16.921853723018213,0.0,87.60275919732439,29031,0,0,0,0,0.0,0.0,0.0,0.0,0,430936,0,2336,0,7.998295912410028,7.998295912410028,0.0,29.46736343366778,0,39.16741079080319,0.0,0.0,0.0,48794,0,0,0,28135,929.8127590211848
ite9,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,522371,94843,3870,50574,10.643635275346792,8.28587246362536,37.09049321573554,0.0,0.0,36776,7493,0.0,0.0,0,33206,94843,1263,0,53.95375450567079,16.86326128993535,0.0,89.70229933110372,36776,0,0,0,0,0.0,0.0,0.0,0.0,0,489165,0,2607,0,7.703613362163754,7.703613362163754,0.0,28.705115384615404,0,37.09049321573554,0.0,0.0,0.0,50574,0,0,0,36085,884.6283039594047
ite9,RANDOM,200,ALL_APPS_GENERIC,60468,2479,184,0,4.914533842858319,4.350515856239182,1.0947945433643436,0.0,0.0,2307,172,0.0,0.0,0,31152,172,37,0,2.23732285530315,1.1425283119388028,0.0,2.605392976588629,0,0,0,0,0,0.0,0.0,0.0,0.0,0,29316,2307,147,0,7.759412976584573,7.759412976584573,0.0,17.619347826086965,2307,1.0947945433643436,0.0,0.0,0.0,0,0,0,0,188,86.30281030072919
ite9,RANDOM,400,ALL_APPS_GENERIC,114710,10204,739,3511,9.075086538039866,5.272646783545397,7.599579479711839,0.0,0.0,5389,1304,0.0,0.0,0,57395,4815,357,0,9.091514060789372,1.491934581077481,0.0,6.947909698996659,0,0,0,0,0,0.0,0.0,0.0,0.0,0,57315,5389,382,0,9.058636085833555,9.058636085833555,0.0,20.665811036789307,5389,7.599579479711839,0.0,0.0,0.0,3511,0,0,0,924,141.61648814384296
ite9,RANDOM,600,ALL_APPS_GENERIC,144080,33401,1161,21829,12.556112141138405,6.664148559081882,13.409906214401827,0.0,0.0,8690,2882,0.0,0.0,0,63305,24712,559,0,15.600197036252052,2.1902908218501804,0.0,14.469732441471571,1,0,0,0,0,0.0,0.0,0.0,0.0,0,80775,8689,602,0,10.17040128647842,10.17040128647842,0.0,22.00634336677817,8689,13.409906214401827,0.0,0.0,0.0,21829,0,0,0,1789,142.90800705427623
ite9,RANDOM,800,ALL_APPS_GENERIC,182972,65855,1360,49962,11.919913380521619,6.795509688142643,13.409164126794334,0.0,0.0,12285,3608,0.0,0.0,0,69924,54661,647,0,16.229026584843982,2.8198624580496667,0.0,25.305434782608675,1091,0,0,0,0,0.0,0.0,0.0,0.0,0,113048,11194,713,0,9.254581559533776,9.254581559533776,0.0,21.017608695652164,11194,13.409164126794334,0.0,0.0,0.0,49962,0,0,0,3994,172.56042953538
ite9,RANDOM,1000,ALL_APPS_GENERIC,216688,90421,1708,68194,11.875401959979637,6.917192925094289,14.13198815325533,0.0,0.0,17571,4656,0.0,0.0,0,76025,78128,779,0,17.639589894866656,3.507601741611324,0.0,36.21822742474916,5278,0,0,0,0,0.0,0.0,0.0,0.0,0,140663,12293,929,0,8.759995721311418,8.759995721311418,0.0,19.57096989966555,12293,14.13198815325533,0.0,0.0,0.0,68194,0,0,0,5845,173.70093354476748
ite9,RANDOM,1200,ALL_APPS_GENERIC,238836,126572,2322,88633,13.345748709770417,8.243995937306508,16.46486352495373,0.0,0.0,31507,6432,0.0,0.0,0,74005,109789,1082,0,21.891343577403223,5.4264800524494765,0.0,56.59071906354517,14724,0,0,0,0,0.0,0.0,0.0,0.0,0,164831,16783,1240,0,9.508990162050907,9.508990162050907,0.0,20.970002787068,16783,16.46486352495373,0.0,0.0,0.0,88633,0,0,0,8601,193.36798592258518
ite9,RANDOM,1400,ALL_APPS_GENERIC,269625,162984,2552,109761,13.429242782174496,8.594472253603415,17.44169715631689,0.0,0.0,46127,7096,0.0,0.0,0,74739,143430,1191,0,23.913279696624063,6.471582540307124,0.0,68.3678929765886,26573,0,0,0,0,0.0,0.0,0.0,0.0,0,194886,19554,1361,0,9.408602844215663,9.408602844215663,0.0,20.947403248924985,19554,17.44169715631689,0.0,0.0,0.0,109761,0,0,0,10595,165.35931060149002
ite9,RANDOM,1600,ALL_APPS_GENERIC,303956,202054,2750,126371,13.102499388112768,8.832843278333517,16.859201232872532,0.0,0.0,68616,7067,0.0,0.0,0,76978,179957,1246,0,24.238356572244292,7.379155339371752,0.0,78.83005852842808,46519,0,0,0,0,0.0,0.0,0.0,0.0,0,226978,22097,1504,0,9.325851367951902,9.325851367951902,0.0,21.165064799331116,22097,16.859201232872532,0.0,0.0,0.0,126371,0,0,0,15048,198.03352502914962
ite9,RANDOM,1800,ALL_APPS_GENERIC,330270,228609,3123,140437,12.697067314804203,8.77564378905057,16.51802196042017,0.0,0.0,80752,7420,0.0,0.0,0,78407,204599,1417,0,23.95648080252184,7.4384588421016185,0.0,81.83357023411368,56742,0,0,0,0,0.0,0.0,0.0,0.0,0,251863,24010,1706,0,9.191920336758804,9.191920336758804,0.0,20.562643998513572,24010,16.51802196042017,0.0,0.0,0.0,140437,0,0,0,17606,183.07291202567998
ite9,RANDOM,2000,ALL_APPS_GENERIC,353983,266207,3220,159166,12.757562350247284,9.142805077233906,16.705999553132767,0.0,0.0,99362,7679,0.0,0.0,0,76593,239492,1390,0,25.13849358544438,8.432494032311618,0.0,91.01187290969904,72647,0,0,0,0,0.0,0.0,0.0,0.0,0,277390,26715,1830,0,9.33893635040069,9.33893635040069,0.0,20.71879765886286,26715,16.705999553132767,0.0,0.0,0.0,159166,0,0,0,20776,181.80457440461794
ite10,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,56456,5573,379,4223,9.563920693929923,1.556087282442993,8.007833411486915,0.0,0.0,0,1350,0.0,0.0,0,56456,5573,335,0,9.563920693929923,1.556087282442993,0.0,7.379180602006697,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,0,0.0,0.0,0.0,0.0,0,8.007833411486915,0.0,0.0,0.0,4223,0,0,0,77,443.80041593448226
ite10,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,77413,46789,827,43154,14.580651753012566,2.7593462395215176,12.187661131447772,0.0,0.0,61,3574,0.0,0.0,0,75086,46728,673,0,14.750413040421785,2.5627519089740645,0.0,22.719481605351174,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2327,61,154,0,9.102913881758711,9.102913881758711,0.0,0.8884364548494985,61,12.187661131447772,0.0,0.0,0.0,43154,0,0,0,670,949.6285567060112
ite10,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,86140,97442,1131,91765,18.391315076325643,3.922662004336078,15.821588031852869,0.0,0.0,178,5499,0.0,0.0,0,78774,97264,887,0,19.367712923899937,3.5461248920470507,0.0,39.23791806020066,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7366,178,244,0,7.949451915204499,7.949451915204499,0.0,1.7609977703455963,178,15.821588031852869,0.0,0.0,0.0,91765,0,0,0,1278,1205.9970258522078
